item_id,timestamp,target_value
2020122706050811,2021-12-25 13:55:00,65.6
2020122706050811,2021-12-25 14:00:00,24.5
2020122706050811,2021-12-25 14:05:00,10.8
2020122706050811,2021-12-25 14:11:00,15.2
2020122706050811,2021-12-25 14:16:00,18.8
2020122706050811,2021-12-25 14:21:00,20.4
2020122706050811,2021-12-25 14:27:00,21.4
2020122706050811,2021-12-25 14:32:00,18.7
2020122706050811,2021-12-25 14:37:00,19.2
2020122706050811,2021-12-25 14:43:00,20.4
2020122706050811,2021-12-25 14:48:00,19.1
2020122706050811,2021-12-25 14:53:00,19.9
2020122706050811,2021-12-25 14:59:00,20.1
2020122706050811,2021-12-25 15:04:00,21.3
2020122706050811,2021-12-25 15:09:00,20.6
2020122706050811,2021-12-25 15:15:00,21.1
2020122706050811,2021-12-25 15:20:00,22.0
2020122706050811,2021-12-25 15:25:00,23.7
2020122706050811,2021-12-25 15:31:00,24.5
2020122706050811,2021-12-25 15:36:00,25.0
2020122706050811,2021-12-25 15:41:00,25.9
2020122706050811,2021-12-25 15:47:00,26.2
2020122706050811,2021-12-25 15:52:00,25.9
2020122706050811,2021-12-25 15:57:00,25.7
2020122706050811,2021-12-25 16:03:00,26.0
2020122706050811,2021-12-25 16:08:00,25.4
2020122706050811,2021-12-25 16:13:00,25.1
2020122706050811,2021-12-25 16:19:00,24.9
2020122706050811,2021-12-25 16:24:00,24.3
2020122706050811,2021-12-25 16:29:00,24.9
2020122706050811,2021-12-25 16:35:00,25.8
2020122706050811,2021-12-25 16:40:00,25.9
2020122706050811,2021-12-25 16:45:00,26.4
2020122706050811,2021-12-25 16:51:00,26.6
2020122706050811,2021-12-25 16:56:00,27.4
2020122706050811,2021-12-25 17:01:00,27.8
2020122706050811,2021-12-25 17:07:00,27.3
2020122706050811,2021-12-25 17:12:00,27.1
2020122706050811,2021-12-25 17:17:00,27.3
2020122706050811,2021-12-25 17:23:00,27.4
2020122706050811,2021-12-25 17:28:00,30.8
2020122706050811,2021-12-25 17:34:00,30.7
2020122706050811,2021-12-25 17:39:00,30.7
2020122706050811,2021-12-25 17:44:00,30.4
2020122706050811,2021-12-25 17:50:00,30.7
2020122706050811,2021-12-25 17:55:00,31.0
2020122706050811,2021-12-25 18:00:00,31.2
2020122706050811,2021-12-25 18:06:00,31.2
2020122706050811,2021-12-25 18:11:00,30.9
2020122706050811,2021-12-25 18:16:00,31.2
2020122706050811,2021-12-25 18:22:00,31.4
2020122706050811,2021-12-25 18:27:00,31.5
2020122706050811,2021-12-25 18:32:00,32.4
2020122706050811,2021-12-25 18:38:00,32.0
2020122706050811,2021-12-25 18:43:00,31.4
2020122706050811,2021-12-25 18:48:00,31.1
2020122706050811,2021-12-25 18:54:00,31.1
2020122706050811,2021-12-25 18:59:00,30.3
2020122706050811,2021-12-25 19:04:00,30.3
2020122706050811,2021-12-25 19:10:00,30.3
2020122706050811,2021-12-25 19:17:00,30.3
2020122706050811,2021-12-25 20:59:00,30.3
2020122706050811,2021-12-25 21:05:00,27.9
2020122706050811,2021-12-25 21:11:00,23.8
2020122706050811,2021-12-25 21:17:00,26.0
2020122706050811,2021-12-25 21:22:00,21.6
2020122706050811,2021-12-25 21:28:00,18.3
2020122706050811,2021-12-25 21:34:00,17.9
2020122706050811,2021-12-25 21:40:00,17.8
2020122706050811,2021-12-25 21:46:00,18.1
2020122706050811,2021-12-25 21:52:00,17.9
2020122706050811,2021-12-25 21:57:00,17.8
2020122706050811,2021-12-25 22:03:00,17.5
2020122706050811,2021-12-25 22:09:00,17.8
2020122706050811,2021-12-25 22:15:00,17.4
2020122706050811,2021-12-25 22:21:00,17.8
2020122706050811,2021-12-25 22:27:00,18.1
2020122706050811,2021-12-25 22:32:00,18.2
2020122706050811,2021-12-25 22:38:00,18.4
2020122706050811,2021-12-25 22:44:00,18.7
2020122706050811,2021-12-25 22:50:00,18.6
2020122706050811,2021-12-25 22:56:00,18.6
2020122706050811,2021-12-25 23:02:00,18.5
2020122706050811,2021-12-25 23:07:00,18.7
2020122706050811,2021-12-25 23:13:00,18.7
2020122706050811,2021-12-25 23:19:00,19.1
2020122706050811,2021-12-25 23:25:00,19.0
2020122706050811,2021-12-25 23:31:00,19.1
2020122706050811,2021-12-25 23:37:00,19.3
2020122706050811,2021-12-25 23:42:00,19.4
2020122706050811,2021-12-25 23:48:00,19.5
2020122706050811,2021-12-25 23:54:00,19.4
2020122706050811,2021-12-26 00:05:00,19.4
2020122706050811,2021-12-26 00:10:00,19.6
2020122706050811,2021-12-26 00:16:00,19.7
2020122706050811,2021-12-26 00:22:00,19.8
2020122706050811,2021-12-26 00:28:00,19.9
2020122706050811,2021-12-26 00:34:00,20.0
2020122706050811,2021-12-26 00:40:00,20.1
2020122706050811,2021-12-26 00:45:00,19.9
2020122706050811,2021-12-26 00:51:00,20.0
2020122706050811,2021-12-26 00:57:00,19.8
2020122706050811,2021-12-26 01:03:00,20.0
2020122706050811,2021-12-26 01:09:00,19.8
2020122706050811,2021-12-26 01:15:00,19.7
2020122706050811,2021-12-26 01:20:00,19.4
2020122706050811,2021-12-26 01:26:00,19.3
2020122706050811,2021-12-26 01:32:00,19.7
2020122706050811,2021-12-26 01:38:00,17.9
2020122706050811,2021-12-26 01:44:00,18.0
2020122706050811,2021-12-26 01:50:00,18.0
2020122706050811,2021-12-26 01:55:00,18.0
2020122706050811,2021-12-26 02:01:00,18.0
2020122706050811,2021-12-26 02:07:00,18.0
2020122706050811,2021-12-26 02:13:00,18.0
2020122706050811,2021-12-26 02:19:00,18.0
2020122706050811,2021-12-26 02:25:00,17.9
2020122706050811,2021-12-26 02:30:00,18.0
2020122706050811,2021-12-26 02:36:00,18.0
2020122706050811,2021-12-26 02:42:00,18.0
2020122706050811,2021-12-26 02:48:00,18.1
2020122706050811,2021-12-26 02:54:00,18.1
2020122706050811,2021-12-26 03:00:00,18.1
2020122706050811,2021-12-26 03:05:00,18.1
2020122706050811,2021-12-26 03:11:00,18.2
2020122706050811,2021-12-26 03:17:00,18.2
2020122706050811,2021-12-26 03:23:00,18.2
2020122706050811,2021-12-26 03:29:00,18.2
2020122706050811,2021-12-26 03:35:00,18.0
2020122706050811,2021-12-26 03:41:00,18.0
2020122706050811,2021-12-26 03:46:00,17.9
2020122706050811,2021-12-26 03:52:00,18.0
2020122706050811,2021-12-26 03:58:00,18.0
2020122706050811,2021-12-26 04:04:00,18.0
2020122706050811,2021-12-26 04:10:00,18.0
2020122706050811,2021-12-26 04:16:00,18.0
2020122706050811,2021-12-26 04:21:00,18.0
2020122706050811,2021-12-26 04:27:00,18.0
2020122706050811,2021-12-26 04:33:00,18.0
2020122706050811,2021-12-26 04:39:00,18.0
2020122706050811,2021-12-26 04:45:00,18.0
2020122706050811,2021-12-26 04:51:00,18.1
2020122706050811,2021-12-26 04:56:00,18.1
2020122706050811,2021-12-26 05:02:00,18.1
2020122706050811,2021-12-26 05:08:00,17.7
2020122706050811,2021-12-26 05:14:00,17.7
2020122706050811,2021-12-26 05:20:00,17.7
2020122706050811,2021-12-26 05:26:00,17.7
2020122706050811,2021-12-26 05:31:00,17.7
2020122706050811,2021-12-26 05:37:00,17.7
2020122706050811,2021-12-26 05:43:00,17.7
2020122706050811,2021-12-26 05:49:00,17.7
2020122706050811,2021-12-26 05:55:00,17.8
2020122706050811,2021-12-26 06:01:00,17.8
2020122706050811,2021-12-26 06:07:00,17.8
2020122706050811,2021-12-26 06:12:00,17.8
2020122706050811,2021-12-26 06:18:00,17.9
2020122706050811,2021-12-26 06:24:00,17.8
2020122706050811,2021-12-26 06:30:00,17.7
2020122706050811,2021-12-26 06:36:00,17.7
2020122706050811,2021-12-26 06:42:00,17.6
2020122706050811,2021-12-26 06:48:00,17.6
2020122706050811,2021-12-26 06:53:00,17.6
2020122706050811,2021-12-26 06:59:00,17.6
2020122706050811,2021-12-26 07:05:00,17.9
2020122706050811,2021-12-26 07:11:00,17.8
2020122706050811,2021-12-26 07:17:00,17.8
2020122706050811,2021-12-26 07:23:00,17.9
2020122706050811,2021-12-26 07:28:00,18.0
2020122706050811,2021-12-26 07:34:00,18.1
2020122706050811,2021-12-26 07:40:00,18.4
2020122706050811,2021-12-26 07:46:00,18.3
2020122706050811,2021-12-26 07:52:00,18.4
2020122706050811,2021-12-26 07:58:00,18.4
2020122706050811,2021-12-26 08:03:00,18.5
2020122706050811,2021-12-26 08:09:00,18.6
2020122706050811,2021-12-26 08:15:00,18.7
2020122706050811,2021-12-26 08:21:00,18.9
2020122706050811,2021-12-26 08:27:00,18.9
2020122706050811,2021-12-26 08:33:00,18.9
2020122706050811,2021-12-26 08:38:00,18.8
2020122706050811,2021-12-26 08:44:00,18.8
2020122706050811,2021-12-26 08:50:00,18.9
2020122706050811,2021-12-26 08:56:00,19.0
2020122706050811,2021-12-26 09:02:00,18.7
2020122706050811,2021-12-26 09:08:00,18.8
2020122706050811,2021-12-26 09:13:00,18.7
2020122706050811,2021-12-26 09:19:00,18.3
2020122706050811,2021-12-26 09:25:00,18.6
2020122706050811,2021-12-26 09:31:00,18.9
2020122706050811,2021-12-26 09:37:00,19.2
2020122706050811,2021-12-26 09:43:00,18.8
2020122706050811,2021-12-26 09:48:00,19.1
2020122706050811,2021-12-26 09:54:00,19.6
2020122706050811,2021-12-26 10:00:00,19.7
2020122706050811,2021-12-26 10:06:00,20.2
2020122706050811,2021-12-26 10:12:00,20.3
2020122706050811,2021-12-26 10:18:00,20.5
2020122706050811,2021-12-26 10:23:00,20.8
2020122706050811,2021-12-26 10:29:00,21.0
2020122706050811,2021-12-26 10:35:00,21.4
2020122706050811,2021-12-26 10:41:00,21.6
2020122706050811,2021-12-26 10:47:00,21.9
2020122706050811,2021-12-26 10:53:00,22.3
2020122706050811,2021-12-26 10:58:00,22.5
2020122706050811,2021-12-26 11:04:00,22.8
2020122706050811,2021-12-26 11:10:00,22.8
2020122706050811,2021-12-26 11:16:00,19.9
2020122706050811,2021-12-26 11:22:00,23.1
2020122706050811,2021-12-26 11:28:00,23.1
2020122706050811,2021-12-26 11:34:00,23.1
2020122706050811,2021-12-26 11:40:00,23.0
2020122706050811,2021-12-26 11:45:00,23.1
2020122706050811,2021-12-26 11:51:00,23.2
2020122706050811,2021-12-26 11:57:00,23.5
2020122706050811,2021-12-26 12:03:00,23.5
2020122706050811,2021-12-26 12:09:00,23.7
2020122706050811,2021-12-26 12:15:00,23.9
2020122706050811,2021-12-26 12:20:00,23.7
2020122706050811,2021-12-26 12:26:00,23.6
2020122706050811,2021-12-26 12:32:00,23.8
2020122706050811,2021-12-26 12:38:00,23.6
2020122706050811,2021-12-26 12:44:00,23.8
2020122706050811,2021-12-26 12:50:00,23.7
2020122706050811,2021-12-26 12:55:00,23.7
2020122706050811,2021-12-26 13:01:00,23.7
2020122706050811,2021-12-26 13:07:00,24.0
